"result_id","PROLIFIC_PID","dummy_informedconsent","hp_exclusionCriteria","commCheck","counterVisualTraps","visualTrapResponse","visualTrap_Planets_response","visualTrap_Planets_responseLabel","visualTrap_Planets_correct","visualTrap_Planets_rtMs","visualTrap_Collision_response","visualTrap_Collision_responseLabel","visualTrap_Collision_correct","visualTrap_Collision_rtMs","visualTrap_CafeWall_response","visualTrap_CafeWall_responseLabel","visualTrap_CafeWall_correct","visualTrap_CafeWall_rtMs","visualTrap_Circles_response","visualTrap_Circles_responseLabel","visualTrap_Circles_correct","visualTrap_Circles_rtMs","visualTrap_Lines_response","visualTrap_Lines_responseLabel","visualTrap_Lines_correct","visualTrap_Lines_rtMs","visualTrap_Robot_response","visualTrap_Robot_responseLabel","visualTrap_Robot_correct","visualTrap_Robot_rtMs","visualTrap_order","condition_FutureSociety","cue","cue_coding","R1","R2","R3","R4","R5","para_countclicks","AR-2","AR-5","AR-3","AR-1","AR-4","undUtopiaGeneral","undUtopiaGoal","undUtopiaHow","clearUtopia","clearUtopiatext","biasUtopia","biasUtopiatext","attributesFutureSociety-5","attributesFutureSociety-6","attributesFutureSociety-2","attributesFutureSociety-3","attributesFutureSociety-4","attributesFutureSociety-7","attributesFutureSociety-1","attributesFutureSociety-8","utopiaPrototypeAssignment","protoConfidenceRadio","protoReasonText","feedback_critic","assoc1_response","assoc1_valence","assoc2_response","assoc2_valence","assoc3_response","assoc3_valence","assoc4_response","assoc4_valence","assoc5_response","assoc5_valence","para_static_userAgent","para_static_platform","para_static_language","para_static_languages","para_static_cookieEnabled","para_static_online","para_static_webdriver","para_static_hardwareConcurrency","para_static_deviceMemory","para_static_maxTouchPoints","para_static_screen_width","para_static_screen_height","para_static_screen_availWidth","para_static_screen_availHeight","para_static_screen_colorDepth","para_static_screen_pixelDepth","para_static_viewport_innerWidth","para_static_viewport_outerWidth","para_static_viewport_outerHeight","para_static_viewport_devicePixelRatio","para_static_page_url","para_static_page_hostname","para_static_page_pathname","para_static_page_protocol","para_static_page_referrer","para_static_page_title","para_static_locale_timezone","para_static_locale_timezoneOffset","para_static_network_effectiveType","para_static_network_downlink","para_static_network_rtt","para_static_network_saveData","para_static_mediaQueries_prefersDarkScheme","para_static_mediaQueries_prefersReducedMotion","para_static_mediaQueries_prefersReducedTransparency","para_static_mediaQueries_prefersContrastMore","para_static_mediaQueries_pointerCoarse","para_static_mediaQueries_pointerFine","para_static_mediaQueries_hover","para_static_features_localStorage","para_static_features_sessionStorage","para_static_features_indexedDB","para_static_features_serviceWorker","para_static_features_bluetooth","para_static_features_usb","para_static_features_clipboard","para_static_features_mediaDevices","para_static_features_permissions","para_static_features_storageManager","para_static_features_visualViewport","para_ip_ip","para_ip_network","para_ip_version","para_ip_city","para_ip_region","para_ip_region_code","para_ip_country","para_ip_country_name","para_ip_country_code","para_ip_country_code_iso3","para_ip_country_capital","para_ip_country_tld","para_ip_in_eu","para_ip_postal","para_ip_latitude","para_ip_longitude","para_ip_timezone","para_ip_utc_offset","para_ip_country_calling_code","para_ip_currency","para_ip_currency_name","para_ip_languages","para_ip_country_area","para_ip_country_population","para_ip_asn","para_ip_org","para_meta_startedAt","keyStats_count","keyStats_mean","keyStats_median","keyStats_min","keyStats_max","para_static_viewport_innerHeight","para_static_doNotTrack","para_ip_continent_code","State","Duration","duration_seconds"
"15308","69cbeee63cec140ffaaeb8ba","1","FALSE","1",5,"2","2","Orange",TRUE,16538,"1","Green Triangle Only",TRUE,14404,"3","Slanted / Diagonal",TRUE,6697,"2","Red Circle",TRUE,4654,"1","Blue Line",TRUE,5491,"3","Mostly around the center of the square",TRUE,12106,"Planets // Collision // Lines // Robot // CafeWall // Circles","aicentered","described future society","aicentered","dystopian","rigid","emotionless","skynet","harsh",0,"2","2","2","2","1","Controlled by AI, based on data rather than emotion. Resources available but not abundant.","Be fair and just while maintaining control.","Letting a computer make decisions for them.","3",NA,"2",NA,"2","1","2","2","2","2","2","5","ai_centered","7",NA,NA,"dystopian","2","rigid","2","emotionless","2","skynet","1","harsh","2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:149.0) Gecko/20100101 Firefox/149.0","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,2,NA,0,1536,864,1536,816,24,24,1536,1536,864,1.25,"https://weblab.psychologie.uni-freiburg.de/publix/4c9fc324-4e84-41d7-a784-d7470b9cfe32/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/4c9fc324-4e84-41d7-a784-d7470b9cfe32/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Chicago",300,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"2605:59ca:6815:7508:2cea:2c7:30d1:511e","2605:59ca:6800::/40","IPv6","Louisville","Kentucky","KY","US","United States","US","USA","Washington",".us",FALSE,"40202",38.25424,-85.75941,"America/Kentucky/Louisville","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS14593","Space Exploration Technologies Corporation","2026-04-07T11:43:32.159Z",232,438.443965517241,205,3,12905,864,"unspecified",NA,"FINISHED","00:04:54",294
"15310","633c74ad6178784ed5b52104","1","FALSE","1",5,"2","2","Orange",TRUE,13551,"1","Green Triangle Only",TRUE,11260,"3","Slanted / Diagonal",TRUE,4754,"2","Red Circle",TRUE,6369,"1","Blue Line",TRUE,3095,"3","Mostly around the center of the square",TRUE,10350,"Robot // Circles // CafeWall // Lines // Collision // Planets","primitivist","described future society","primitivist","Lawless","Wasteland","Trust","Friendly","Simple",3,"2","6","7","3","7","The basic resources are not abundant but available to everyone. People get along and there are few rules to follow. There is also minimal technology","To keep society together with few rules and expectations","Minimal technology and rules. ","4",NA,"2",NA,"7","1","4","4","4","6","4","7","primitivist_arcadian","5",NA,NA,"Lawless","3","Wasteland","2","Trust","7","Friendly","7","Simple","6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,2,4,0,1366,768,1366,720,32,32,1366,1350,752,1,"https://weblab.psychologie.uni-freiburg.de/publix/15b23110-c8a7-4f34-9713-9e029e645046/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/15b23110-c8a7-4f34-9713-9e029e645046/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Los_Angeles",420,"4g",6.9,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"45.50.41.112","45.50.32.0/20","IPv4","Simi Valley","California","CA","US","United States","US","USA","Washington",".us",FALSE,"93065",34.2666,-118.7643,"America/Los_Angeles","-0700","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS20001","Charter Communications Inc","2026-04-07T11:46:40.246Z",381,628.096325459325,157.100000008941,29.5,53031.400000006,768,NA,NA,"FINISHED","00:06:28",388
"15314","65ff0f25be498d4a99159934","1","FALSE","1",5,"3","2","Orange",TRUE,19236,"1","Green Triangle Only",TRUE,17119,"3","Slanted / Diagonal",TRUE,15051,"2","Red Circle",TRUE,9948,"1","Blue Line",TRUE,4767,"3","Mostly around the center of the square",TRUE,15172,"Planets // Lines // Circles // Collision // Robot // CafeWall","aicentered","described future society","aicentered","technology","robot","data driven","analytical","not human",0,"2","2","4","4","5","This society is based on AI and on technology and not human judgement","Efficency","By using data analyitcs and not having human error","3",NA,"2",NA,"5","4","4","4","4","5","4","5","ai_centered","5",NA,NA,"technology","4","robot","2","data driven","4","analytical","5","not human","2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","MacIntel","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,4,8,0,1440,900,1440,900,24,24,1440,1440,900,2,"https://weblab.psychologie.uni-freiburg.de/publix/34e2b700-963e-4897-bb39-33812e68db66/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/34e2b700-963e-4897-bb39-33812e68db66/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"4g",4.5,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2601:846:57f:bae0:9d70:9fbe:ab16:768f","2601:846:57f:8000::/49","IPv6","Greeneville","Tennessee","TN","US","United States","US","USA","Washington",".us",FALSE,"37743",36.1294,-82.866,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7922","Comcast Cable Communications, LLC","2026-04-07T12:05:41.178Z",195,394.94358974359,145.100000023842,11.8000000119209,29521.1000000238,900,NA,NA,"FINISHED","00:06:14",374
"15316","69a396424c59826d1a132598","1","FALSE","1",5,"2","2","Orange",TRUE,15339,"1","Green Triangle Only",TRUE,25391,"3","Slanted / Diagonal",TRUE,8537,"2","Red Circle",TRUE,19155,"1","Blue Line",TRUE,7137,"3","Mostly around the center of the square",TRUE,10037,"Circles // Robot // CafeWall // Collision // Lines // Planets","moderngreen","described future society","moderngreen","GREEN YECHNOLOGY","ECONIMIC SECURITY","LIMITED NATURAL RESOURCES","ENVIRONMENT PROTECTION","POVERTY",0,"5","3","3","5","5","IT'S A SOCIETY THAT AIMS TO USE THE NATURAL RESOURCES AND GREEN TECHNOLOGY FOR ECONOMIC SECURITY AND AOIDING POVERTY","TO ENSURE THERE IS ENOUGH RESOURCES FOR EVERYONE WHILE STILL PROTECTING THE ENVIRONMENT","BY USE OF GREEN TECHNOLOGY AND INSTILLATION OF LAWS","3",NA,"3","THE VIEWS WERE ALL ACCEOTING THE PROPOSED FUTURE SOCIETY","5","5","6","5","6","4","5","6","modern_green","7",NA,NA,"GREEN YECHNOLOGY","5","ECONIMIC SECURITY","5","LIMITED NATURAL RESOURCES","3","ENVIRONMENT PROTECTION","5","POVERTY","3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,4,8,0,1920,1080,1920,1080,32,32,2560,1908,1068,1.5,"https://weblab.psychologie.uni-freiburg.de/publix/1a41d39c-eb58-4892-86ed-44b1cb43f6cc/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/1a41d39c-eb58-4892-86ed-44b1cb43f6cc/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Los_Angeles",420,"4g",10,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2601:282:1f30:884e:6d7c:371:985e:2aa9","2601:282:1f30:8000::/49","IPv6","Salt Lake City","Utah","UT","US","United States","US","USA","Washington",".us",FALSE,"84107",40.6566,-111.8907,"America/Denver","-0600","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7922","Comcast Cable Communications, LLC","2026-04-07T12:13:51.829Z",640,1103.11937499996,209.999999985099,0.199999988079071,288050,1440,NA,NA,"FINISHED","00:13:46",826
"15317","69606ec5fd842b942ecc6932","1","FALSE","1",5,"1","2","Orange",TRUE,9614,"1","Green Triangle Only",TRUE,12265,"3","Slanted / Diagonal",TRUE,21813,"2","Red Circle",TRUE,12734,"1","Blue Line",TRUE,8229,"3","Mostly around the center of the square",TRUE,8766,"Circles // CafeWall // Lines // Planets // Robot // Collision","religious","described future society","religious","archaic","devout","barbaric","stunted","obstinate",0,"3","2","1","2","2","It's a future society that sounds like it is from the past. The society is peaceful but not prosperous. Decisions and day to day life are dictated by religion not by science and logic. ","The main goal is to live harmoniously by abiding to holy scripture not through scientific achievement. ","The society achieves it's goal of harmonious living through strict adherence to the religious beliefs of its culture. ","3",NA,"2",NA,"1","1","2","2","3","2","2","7","religious_millennial","7",NA,NA,"archaic","2","devout","3","barbaric","1","stunted","2","obstinate","2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:149.0) Gecko/20100101 Firefox/149.0","MacIntel","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,8,NA,0,2432,1574,2432,1526,30,30,2432,2400,1506,1.57894736842105,"https://weblab.psychologie.uni-freiburg.de/publix/3fc095ad-dc16-4d92-99e5-6aaa52125709/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/3fc095ad-dc16-4d92-99e5-6aaa52125709/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Los_Angeles",420,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"68.6.84.86","68.6.64.0/19","IPv4","Santa Barbara","California","CA","US","United States","US","USA","Washington",".us",FALSE,"93101",34.42083,-119.69819,"America/Los_Angeles","-0700","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS22773","Cox Communications Inc.","2026-04-07T12:14:05.015Z",497,2100.60764587525,232,21,614201,1526,"unspecified",NA,"FINISHED","00:17:54",1074
"15319","69864918d688ba39aab5c4a9","1","FALSE","1",5,"1","2","Orange",TRUE,25615,"2","Green Triangle and Green Rectangle",FALSE,32041,"3","Slanted / Diagonal",TRUE,20154,"2","Red Circle",TRUE,7086,"1","Blue Line",TRUE,10596,"3","Mostly around the center of the square",TRUE,53235,"Collision // CafeWall // Circles // Robot // Planets // Lines","lawBased","described future society","lawBased","protected","scarse","limited","basic","environment",4,"2","5","2","6","3","the world is doing better than it was and has basic needs and food and water but resources are limited and protected. this future society has laws more so for the planet and not towards individuals","protecting the resources and world","they have set laws that protect their resources that people know to follow","4",NA,"2",NA,"5","2","3","2","3","2","2","5","institutional_law","5",NA,NA,"protected","6","scarse","2","limited","2","basic","3","environment","5","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,8,8,10,1536,864,1536,816,32,32,1536,1522,850,1.25,"https://weblab.psychologie.uni-freiburg.de/publix/15bcf03a-810b-4751-967a-001ee6e11baf/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/15bcf03a-810b-4751-967a-001ee6e11baf/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"4g",10,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2600:8805:4610:ff00::3baf","2600:8805::/33","IPv6","Norfolk","Virginia","VA","US","United States","US","USA","Washington",".us",FALSE,"23501",36.84681,-76.28522,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS22773","Cox Communications Inc.","2026-04-07T12:17:23.314Z",395,387.597974683665,167,42.8000001907349,27791.2000000477,864,"1",NA,"FINISHED","00:12:49",769
"15321","69cc50b7d8b69400a3cc5e0f","1","FALSE","1",5,"1","1","Purple",FALSE,43310,"1","Green Triangle Only",TRUE,73121,"1","Straight / Horizontal",FALSE,57153,"2","Red Circle",TRUE,16111,"1","Blue Line",TRUE,9543,"3","Mostly around the center of the square",TRUE,112547,"Lines // Planets // CafeWall // Robot // Circles // Collision","primitivist","described future society","primitivist","Sustainable","Community-driven","Minimalist","Decentralized","Eco-centric",0,"7","6","6","7","6","Small, peaceful, and communal.","Sustainability, peace, natural harmony","Shared morals, minimal rules","4",NA,"2",NA,"6","2","6","5","6","6","7","4","primitivist_arcadian","7",NA,NA,"Sustainable","7","Community-driven","7","Minimalist","6","Decentralized","6","Eco-centric","6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,16,8,10,1280,800,1280,752,32,32,1280,1266,786,1.5,"https://weblab.psychologie.uni-freiburg.de/publix/bd50c88d-eff2-4a0d-844e-820d4fe51267/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/bd50c88d-eff2-4a0d-844e-820d4fe51267/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Chicago",300,"4g",10,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2601:444:a03:42d0:b428:1a1b:4847:b0d1","2601:444:a03:4000::/51","IPv6","Anoka","Minnesota","MN","US","United States","US","USA","Washington",".us",FALSE,"55303",45.1977,-93.3872,"America/Chicago","-0500","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7922","Comcast Cable Communications, LLC","2026-04-07T12:19:49.788Z",214,1698.55981308417,450.999999985099,4.39999997615814,126114.799999982,800,NA,NA,"FINISHED","00:28:00",1680
"15322","69cc2d26908022555935599a","1","FALSE","1",5,"2","2","Orange",TRUE,10181,"1","Green Triangle Only",TRUE,6879,"4","Mixed: some straight, some slanted",FALSE,38159,"2","Red Circle",TRUE,6568,"1","Blue Line",TRUE,11866,"3","Mostly around the center of the square",TRUE,12031,"Lines // Collision // CafeWall // Planets // Robot // Circles","moderngreen","described future society","moderngreen","Stability","Rationing","Security","Regulation","Conservation",0,"6","6","6","6","6","This future society is a stable, post-crisis community that prioritizes long-term ecological balance and economic security over abundance.","The main goals are to maintain environmental sustainability, avoid poverty, and ensure everyone has just enough to live reliably.","Legitimate authority rests on institutions and shared moral commitments to manage resources.

Ecological targets guide all social and economic objectives to protect the environment.

Laws and institutions enforce a sufficiency principle to balance human desires with limited natural resources.","4",NA,"2",NA,"6","6","6","6","6","6","4","6","futurist","7",NA,"No","Stability","6","Rationing","6","Security","6","Regulation","6","Conservation","6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,4,4,0,1280,720,1280,690,24,24,1280,NA,NA,1,"https://weblab.psychologie.uni-freiburg.de/publix/2d354d5b-0884-4152-a904-45587c61b733/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/2d354d5b-0884-4152-a904-45587c61b733/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"3g",1.55,250,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"46.203.164.183","46.203.164.0/24","IPv4","Ashburn","Virginia","VA","US","United States","US","USA","Washington",".us",FALSE,"20147",39.04372,-77.48749,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS5650","Frontier Communications of America, Inc.","2026-04-07T12:25:02.960Z",266,2624.40112781928,40.1999999880791,2.70000004768372,136492.399999976,720,NA,NA,"FINISHED","00:12:09",729
"15323","69cec122e3cb56c2e7000c6b","1","FALSE","1",5,"2","2","Orange",TRUE,22645,"1","Green Triangle Only",TRUE,36671,"3","Slanted / Diagonal",TRUE,27767,"2","Red Circle",TRUE,7605,"1","Blue Line",TRUE,7130,"3","Mostly around the center of the square",TRUE,21820,"CafeWall // Lines // Planets // Collision // Robot // Circles","moderngreen","described future society","moderngreen","Just enough","Together","sharing","non abundant","peaceful",0,"7","7","7","5","2","They have recently came out of crisis and are living better. They don't have an abundance of food but they have enough to be comfortable ","To be able to provide and live out of crisis ","They share and no one gets more than they need ","3",NA,"2",NA,"6","6","3","2","5","6","4","2","modern_green","6",NA,NA,"Just enough","5","Together","7","sharing","7","non abundant","2","peaceful","7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,12,8,0,1920,1080,1920,1032,24,24,NA,NA,NA,1,"https://weblab.psychologie.uni-freiburg.de/publix/31a031b1-bee4-4f0b-be79-e4b5de6eef15/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/31a031b1-bee4-4f0b-be79-e4b5de6eef15/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"4g",10,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"209.197.104.217","209.197.104.192/26","IPv4","Remington","Indiana","IN","US","United States","US","USA","Washington",".us",FALSE,"47977",40.7692,-87.1605,"America/Chicago","-0500","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS13428","Surf Air Wireless, LLC","2026-04-07T12:26:32.711Z",637,732.79607535232,64.0999994277954,12.6999998092651,312940.5,NA,NA,NA,"FINISHED","00:09:45",585
"15324","671537ffd700463e5e5af0ec","1","FALSE","1",5,"3","2","Orange",TRUE,34634,"1","Green Triangle Only",TRUE,46695,"3","Slanted / Diagonal",TRUE,18097,"2","Red Circle",TRUE,9617,"1","Blue Line",TRUE,14200,"2","Mostly on the upper right of the square",FALSE,54062,"Planets // Lines // Robot // Circles // Collision // CafeWall","futurist","described future society","futurist","sustainable","innovative","Well- functioning","organized","rational",0,"7","7","6","6","6","It is aimed a t providing a sustainable form of living.","Overcome scarcity and optimize material well-being","Technology enabled institution.","4",NA,"3","It was aimed at achieving growth with innovative measures.","6","6","6","6","6","6","5","6","ai_centered","6",NA,NA,"sustainable","6","innovative","7","Well- functioning","6","organized","6","rational","7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,4,4,0,1360,768,1360,768,24,24,1920,NA,NA,1,"https://weblab.psychologie.uni-freiburg.de/publix/de336c23-eb40-450e-86bf-2273ab186071/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/de336c23-eb40-450e-86bf-2273ab186071/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"3g",0.25,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"45.139.68.96","45.139.68.0/23","IPv4","Chevy Chase","Washington, D.C.","DC","US","United States","US","USA","Washington",".us",FALSE,"20815",38.981,-77.083,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS22773","Cox Communications Inc.","2026-04-07T12:28:02.517Z",295,1678.0691525427,273.099999904633,2.59999990463257,120747.899999857,NA,NA,NA,"FINISHED","00:13:39",819
"15326","5b9e2f45f07414000105160b","1","FALSE","1",5,"3","2","Orange",TRUE,16008,"1","Green Triangle Only",TRUE,22113,"3","Slanted / Diagonal",TRUE,13792,"2","Red Circle",TRUE,15584,"1","Blue Line",TRUE,6187,"3","Mostly around the center of the square",TRUE,14252,"CafeWall // Planets // Lines // Circles // Collision // Robot","lawBased","described future society","lawBased","laws","limited food","limited water","limited resources","obedience",0,"1","3","1","3","1","There are limited resources in the society.","People must follow societal laws.","There are rules in place.","3",NA,"1","They described a lot of scarcity and laws that were limiting.","1","1","1","1","1","1","1","1","institutional_law","5",NA,NA,"laws","3","limited food","1","limited water","1","limited resources","1","obedience","3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15","MacIntel","en-US","""en-US""",TRUE,TRUE,FALSE,8,NA,0,1470,956,1470,854,24,24,1470,1470,956,2,"https://weblab.psychologie.uni-freiburg.de/publix/e18010d6-b417-4658-bea8-c58e82fa4cdf/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/e18010d6-b417-4658-bea8-c58e82fa4cdf/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Los_Angeles",420,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"2603:8001:4800:ccca:39de:5918:e26f:811a","2603:8001:4800:8000::/49","IPv6","San Bernardino","California","CA","US","United States","US","USA","Washington",".us",FALSE,"92405",34.1453,-117.3005,"America/Los_Angeles","-0700","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS20001","Charter Communications Inc","2026-04-07T12:39:03.474Z",271,479.642066420664,127,12,22753,920,NA,NA,"FINISHED","00:07:01",421
